,State,State Code,Region,Division,Year,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
1694,New Jersey,NJ,Northeast,Middle Atlantic,2019,11.0,11.13,7.25,7.34,11.0,11.13,255.657,11,11.0,11.13,11.0,11.13,
1695,New Jersey,NJ,Northeast,Middle Atlantic,2020,11.0,11.0,7.25,7.25,11.0,11.0,258.66,11,11.0,11.0,11.0,11.0,
1696,New Mexico,NM,West,Mountain,1968,1.15,8.55,1.15,8.55,1.15,8.55,34.8,1.15 - 1.40,1.15,8.55,1.4,10.41,
1697,New Mexico,NM,West,Mountain,1969,1.15,8.11,1.15,8.11,1.15,8.11,36.7,1.15 - 1.40,1.15,8.11,1.4,9.87,
1698,New Mexico,NM,West,Mountain,1970,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.30 - 1.60,1.3,8.67,1.6,10.67,
1699,New Mexico,NM,West,Mountain,1971,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.30 - 1.60,1.3,8.3,1.6,10.22,
1700,New Mexico,NM,West,Mountain,1972,1.3,8.04,1.6,9.9,1.6,9.9,41.8,1.30 - 1.60,1.3,8.04,1.6,9.9,
1701,New Mexico,NM,West,Mountain,1973,1.3,7.57,1.6,9.32,1.6,9.32,44.4,1.30 - 1.60,1.3,7.57,1.6,9.32,
1702,New Mexico,NM,West,Mountain,1974,1.3,6.82,1.6,8.39,1.6,8.39,49.3,1.30 - 1.60,1.3,6.82,1.6,8.39,
1703,New Mexico,NM,West,Mountain,1975,1.3,6.25,1.6,7.69,1.6,7.69,53.8,1.30 - 1.60,1.3,6.25,1.6,7.69,
1704,New Mexico,NM,West,Mountain,1976,2.0,9.09,2.2,10.0,2.2,10.0,56.9,2,2.0,9.09,2.0,9.09,
1705,New Mexico,NM,West,Mountain,1977,2.0,8.54,2.2,9.39,2.2,9.39,60.6,2,2.0,8.54,2.0,8.54,
1706,New Mexico,NM,West,Mountain,1978,2.0,7.93,2.2,8.73,2.2,8.73,65.2,2,2.0,7.93,2.0,7.93,
1707,New Mexico,NM,West,Mountain,1979,2.3,8.19,2.9,10.33,2.9,10.33,72.6,2.3,2.3,8.19,2.3,8.19,
1708,New Mexico,NM,West,Mountain,1980,2.65,8.32,3.1,9.73,3.1,9.73,82.4,2.65,2.65,8.32,2.65,8.32,
1709,New Mexico,NM,West,Mountain,1981,2.9,8.25,3.35,9.53,3.35,9.53,90.9,2.9,2.9,8.25,2.9,8.25,
1710,New Mexico,NM,West,Mountain,1982,2.9,7.77,3.35,8.98,3.35,8.98,96.5,2.9,2.9,7.77,2.9,7.77,
1711,New Mexico,NM,West,Mountain,1983,2.9,7.53,3.35,8.7,3.35,8.7,99.6,2.9,2.9,7.53,2.9,7.53,
1712,New Mexico,NM,West,Mountain,1984,2.9,7.22,3.35,8.34,3.35,8.34,103.9,2.9,2.9,7.22,2.9,7.22,
1713,New Mexico,NM,West,Mountain,1985,2.9,6.97,3.35,8.05,3.35,8.05,107.6,2.9,2.9,6.97,2.9,6.97,
1714,New Mexico,NM,West,Mountain,1986,2.9,6.84,3.35,7.91,3.35,7.91,109.6,2.9,2.9,6.84,2.9,6.84,
1715,New Mexico,NM,West,Mountain,1987,2.9,6.6,3.35,7.63,3.35,7.63,113.6,2.9,2.9,6.6,2.9,6.6,
1716,New Mexico,NM,West,Mountain,1988,3.35,7.32,3.35,7.32,3.35,7.32,118.3,3.35,3.35,7.32,3.35,7.32,
1717,New Mexico,NM,West,Mountain,1989,3.35,6.99,3.35,6.99,3.35,6.99,124.0,3.35,3.35,6.99,3.35,6.99,
1718,New Mexico,NM,West,Mountain,1990,3.35,6.63,3.35,6.63,3.35,6.63,130.7,3.35,3.35,6.63,3.35,6.63,
1719,New Mexico,NM,West,Mountain,1991,3.35,6.36,3.8,7.22,3.8,7.22,136.2,3.35,3.35,6.36,3.35,6.36,
1720,New Mexico,NM,West,Mountain,1992,3.35,6.18,4.25,7.84,4.25,7.84,140.3,3.35,3.35,6.18,3.35,6.18,
1721,New Mexico,NM,West,Mountain,1993,3.35,6.0,4.25,7.61,4.25,7.61,144.5,3.35,3.35,6.0,3.35,6.0,
1722,New Mexico,NM,West,Mountain,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
1723,New Mexico,NM,West,Mountain,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1724,New Mexico,NM,West,Mountain,1996,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1725,New Mexico,NM,West,Mountain,1997,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,
1726,New Mexico,NM,West,Mountain,1998,4.25,6.74,5.15,8.17,5.15,8.17,163.0,4.25,4.25,6.74,4.25,6.74,
1727,New Mexico,NM,West,Mountain,1999,4.25,6.6,5.15,8.0,5.15,8.0,166.6,4.25,4.25,6.6,4.25,6.6,
1728,New Mexico,NM,West,Mountain,2000,4.25,6.38,5.15,7.74,5.15,7.74,172.2,4.25,4.25,6.38,4.25,6.38,
1729,New Mexico,NM,West,Mountain,2001,4.25,6.21,5.15,7.52,5.15,7.52,177.1,4.25,4.25,6.21,4.25,6.21,
1730,New Mexico,NM,West,Mountain,2002,4.25,6.11,5.15,7.4,5.15,7.4,179.9,4.25,4.25,6.11,4.25,6.11,
1731,New Mexico,NM,West,Mountain,2003,4.25,5.97,5.15,7.24,5.15,7.24,184.0,4.25,4.25,5.97,4.25,5.97,
1732,New Mexico,NM,West,Mountain,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
1733,New Mexico,NM,West,Mountain,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15,5.15,6.82,5.15,6.82,
1734,New Mexico,NM,West,Mountain,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15,5.15,6.61,5.15,6.61,
1735,New Mexico,NM,West,Mountain,2007,5.15,6.42,5.15,6.42,5.15,6.42,207.342,5.15,5.15,6.42,5.15,6.42,
1736,New Mexico,NM,West,Mountain,2008,6.5,7.81,5.85,7.03,6.5,7.81,215.303,6.5,6.5,7.81,6.5,7.81,
1737,New Mexico,NM,West,Mountain,2009,7.5,9.04,6.55,7.9,7.5,9.04,214.537,7.5,7.5,9.04,7.5,9.04,
1738,New Mexico,NM,West,Mountain,2010,7.5,8.9,7.25,8.6,7.5,8.9,218.056,7.5,7.5,8.9,7.5,8.9,
1739,New Mexico,NM,West,Mountain,2011,7.5,8.62,7.25,8.34,7.5,8.62,224.939,7.5,7.5,8.62,7.5,8.62,
1740,New Mexico,NM,West,Mountain,2012,7.5,8.45,7.25,8.17,7.5,8.45,229.594,7.5,7.5,8.45,7.5,8.45,
1741,New Mexico,NM,West,Mountain,2013,7.5,8.33,7.25,8.05,7.5,8.33,232.957,7.5,7.5,8.33,7.5,8.33,
1742,New Mexico,NM,West,Mountain,2014,7.5,8.19,7.25,7.92,7.5,8.19,236.736,7.5,7.5,8.19,7.5,8.19,
1743,New Mexico,NM,West,Mountain,2015,7.5,8.18,7.25,7.91,7.5,8.18,237.017,7.5,7.5,8.18,7.5,8.18,
1744,New Mexico,NM,West,Mountain,2016,7.5,8.08,7.25,7.81,7.5,8.08,240.007,7.5,7.5,8.08,7.5,8.08,
1745,New Mexico,NM,West,Mountain,2017,7.5,7.91,7.25,7.65,7.5,7.91,245.12,7.5,7.5,7.91,7.5,7.91,
1746,New Mexico,NM,West,Mountain,2018,7.5,7.73,7.25,7.47,7.5,7.73,251.107,7.5,7.5,7.73,7.5,7.73,
1747,New Mexico,NM,West,Mountain,2019,9.0,9.11,7.25,7.34,9.0,9.11,255.657,9,9.0,9.11,9.0,9.11,
1748,New Mexico,NM,West,Mountain,2020,9.0,9.0,7.25,7.25,9.0,9.0,258.66,9,9.0,9.0,9.0,9.0,
1749,Nevada,NV,West,Mountain,1968,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,
1750,Nevada,NV,West,Mountain,1969,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,
1751,Nevada,NV,West,Mountain,1970,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.3,1.3,8.67,1.3,8.67,
1752,Nevada,NV,West,Mountain,1971,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.3,1.3,8.3,1.3,8.3,
1753,Nevada,NV,West,Mountain,1972,1.6,9.9,1.6,9.9,1.6,9.9,41.8,1.6,1.6,9.9,1.6,9.9,
1754,Nevada,NV,West,Mountain,1973,1.6,9.32,1.6,9.32,1.6,9.32,44.4,1.6,1.6,9.32,1.6,9.32,
1755,Nevada,NV,West,Mountain,1974,1.6,8.39,1.6,8.39,1.6,8.39,49.3,1.6,1.6,8.39,1.6,8.39,
1756,Nevada,NV,West,Mountain,1975,1.6,7.69,1.6,7.69,1.6,7.69,53.8,1.6,1.6,7.69,1.6,7.69,
1757,Nevada,NV,West,Mountain,1976,2.2,10.0,2.2,10.0,2.2,10.0,56.9,2.20 & 2.30,2.2,10.0,2.3,10.46,
1758,Nevada,NV,West,Mountain,1977,2.2,9.39,2.2,9.39,2.2,9.39,60.6,2.20 & 2.30,2.2,9.39,2.3,9.82,
1759,Nevada,NV,West,Mountain,1978,2.2,8.73,2.2,8.73,2.2,8.73,65.2,2.20 & 2.30,2.2,8.73,2.3,9.12,
1760,Nevada,NV,West,Mountain,1979,2.75,9.8,2.9,10.33,2.9,10.33,72.6,2.75,2.75,9.8,2.75,9.8,
1761,Nevada,NV,West,Mountain,1980,2.75,8.63,3.1,9.73,3.1,9.73,82.4,2.75,2.75,8.63,2.75,8.63,
1762,Nevada,NV,West,Mountain,1981,2.75,7.83,3.35,9.53,3.35,9.53,90.9,2.75,2.75,7.83,2.75,7.83,
1763,Nevada,NV,West,Mountain,1982,2.75,7.37,3.35,8.98,3.35,8.98,96.5,2.75,2.75,7.37,2.75,7.37,
1764,Nevada,NV,West,Mountain,1983,2.75,7.14,3.35,8.7,3.35,8.7,99.6,2.75,2.75,7.14,2.75,7.14,
1765,Nevada,NV,West,Mountain,1984,2.75,6.85,3.35,8.34,3.35,8.34,103.9,2.75,2.75,6.85,2.75,6.85,
1766,Nevada,NV,West,Mountain,1985,2.75,6.61,3.35,8.05,3.35,8.05,107.6,2.75,2.75,6.61,2.75,6.61,
1767,Nevada,NV,West,Mountain,1986,2.75,6.49,3.35,7.91,3.35,7.91,109.6,2.75,2.75,6.49,2.75,6.49,
1768,Nevada,NV,West,Mountain,1987,2.75,6.26,3.35,7.63,3.35,7.63,113.6,2.75,2.75,6.26,2.75,6.26,
1769,Nevada,NV,West,Mountain,1988,3.35,7.32,3.35,7.32,3.35,7.32,118.3,3.35,3.35,7.32,3.35,7.32,
1770,Nevada,NV,West,Mountain,1989,3.35,6.99,3.35,6.99,3.35,6.99,124.0,3.35,3.35,6.99,3.35,6.99,
1771,Nevada,NV,West,Mountain,1990,3.35,6.63,3.35,6.63,3.35,6.63,130.7,3.35,3.35,6.63,3.35,6.63,
1772,Nevada,NV,West,Mountain,1991,3.8,7.22,3.8,7.22,3.8,7.22,136.2,3.8,3.8,7.22,3.8,7.22,
1773,Nevada,NV,West,Mountain,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
1774,Nevada,NV,West,Mountain,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
1775,Nevada,NV,West,Mountain,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
1776,Nevada,NV,West,Mountain,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1777,Nevada,NV,West,Mountain,1996,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1778,Nevada,NV,West,Mountain,1997,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1779,Nevada,NV,West,Mountain,1998,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15,5.15,8.17,5.15,8.17,
1780,Nevada,NV,West,Mountain,1999,5.15,8.0,5.15,8.0,5.15,8.0,166.6,5.15,5.15,8.0,5.15,8.0,
1781,Nevada,NV,West,Mountain,2000,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,
1782,Nevada,NV,West,Mountain,2001,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5.15,5.15,7.52,5.15,7.52,
1783,Nevada,NV,West,Mountain,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15,5.15,7.4,5.15,7.4,
1784,Nevada,NV,West,Mountain,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15,5.15,7.24,5.15,7.24,
1785,Nevada,NV,West,Mountain,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
1786,Nevada,NV,West,Mountain,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15,5.15,6.82,5.15,6.82,
1787,Nevada,NV,West,Mountain,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15,5.15,6.61,5.15,6.61,
1788,Nevada,NV,West,Mountain,2007,6.15,7.67,5.15,6.42,6.15,7.67,207.342,6.15,6.15,7.67,6.15,7.67,
1789,Nevada,NV,West,Mountain,2008,6.33,7.6,5.85,7.03,6.33,7.6,215.303,6.33,6.33,7.6,6.33,7.6,
1790,Nevada,NV,West,Mountain,2009,6.55,7.9,6.55,7.9,6.55,7.9,214.537,6.55-6.85,6.55,7.9,6.85,8.26,
1791,Nevada,NV,West,Mountain,2010,6.55,7.77,7.25,8.6,7.25,8.6,218.056,6.55-7.55,6.55,7.77,7.55,8.96,
1792,Nevada,NV,West,Mountain,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25-8.25,7.25,8.34,8.25,9.49,
1793,Nevada,NV,West,Mountain,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25-8.25,7.25,8.17,8.25,9.29,
1794,Nevada,NV,West,Mountain,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25-8.25,7.25,8.05,8.25,9.16,
1795,Nevada,NV,West,Mountain,2014,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7.25-8.25,7.25,7.92,8.25,9.01,
1796,Nevada,NV,West,Mountain,2015,7.25,7.91,7.25,7.91,7.25,7.91,237.017,7.25-8.25,7.25,7.91,8.25,9.0,
1797,Nevada,NV,West,Mountain,2016,7.25,7.81,7.25,7.81,7.25,7.81,240.007,7.25-8.25,7.25,7.81,8.25,8.89,
1798,Nevada,NV,West,Mountain,2017,7.25,7.65,7.25,7.65,7.25,7.65,245.12,7.25-8.25,7.25,7.65,8.25,8.71,
1799,Nevada,NV,West,Mountain,2018,7.25,7.47,7.25,7.47,7.25,7.47,251.107,7.25-8.25,7.25,7.47,8.25,8.5,
1800,Nevada,NV,West,Mountain,2019,7.25,7.34,7.25,7.34,7.25,7.34,255.657,7.25-8.25,7.25,7.34,8.25,8.35,
1801,Nevada,NV,West,Mountain,2020,7.25,7.25,7.25,7.25,7.25,7.25,258.66,7.25-8.25,7.25,7.25,8.25,8.25,
1802,New York,NY,Northeast,Middle Atlantic,1968,1.6,11.89,1.15,8.55,1.6,11.89,34.8,1.6,1.6,11.89,1.6,11.89,
1803,New York,NY,Northeast,Middle Atlantic,1969,1.6,11.28,1.15,8.11,1.6,11.28,36.7,1.6,1.6,11.28,1.6,11.28,
1804,New York,NY,Northeast,Middle Atlantic,1970,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
1805,New York,NY,Northeast,Middle Atlantic,1971,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
1806,New York,NY,Northeast,Middle Atlantic,1972,1.85,11.45,1.6,9.9,1.85,11.45,41.8,1.85,1.85,11.45,1.85,11.45,
1807,New York,NY,Northeast,Middle Atlantic,1973,1.85,10.78,1.6,9.32,1.85,10.78,44.4,1.85,1.85,10.78,1.85,10.78,
1808,New York,NY,Northeast,Middle Atlantic,1974,1.85,9.71,1.6,8.39,1.85,9.71,49.3,1.85,1.85,9.71,1.85,9.71,
1809,New York,NY,Northeast,Middle Atlantic,1975,1.85,8.89,1.6,7.69,1.85,8.89,53.8,1.85,1.85,8.89,1.85,8.89,
1810,New York,NY,Northeast,Middle Atlantic,1976,2.3,10.46,2.2,10.0,2.3,10.46,56.9,2.3,2.3,10.46,2.3,10.46,
1811,New York,NY,Northeast,Middle Atlantic,1977,2.3,9.82,2.2,9.39,2.3,9.82,60.6,2.3,2.3,9.82,2.3,9.82,
1812,New York,NY,Northeast,Middle Atlantic,1978,2.3,9.12,2.2,8.73,2.3,9.12,65.2,2.3,2.3,9.12,2.3,9.12,
1813,New York,NY,Northeast,Middle Atlantic,1979,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
1814,New York,NY,Northeast,Middle Atlantic,1980,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
1815,New York,NY,Northeast,Middle Atlantic,1981,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
1816,New York,NY,Northeast,Middle Atlantic,1982,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
1817,New York,NY,Northeast,Middle Atlantic,1983,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1818,New York,NY,Northeast,Middle Atlantic,1984,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1819,New York,NY,Northeast,Middle Atlantic,1985,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1820,New York,NY,Northeast,Middle Atlantic,1986,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1821,New York,NY,Northeast,Middle Atlantic,1987,3.35,7.63,3.35,7.63,3.35,7.63,113.6,3.35,3.35,7.63,3.35,7.63,
1822,New York,NY,Northeast,Middle Atlantic,1988,3.35,7.32,3.35,7.32,3.35,7.32,118.3,3.35,3.35,7.32,3.35,7.32,
1823,New York,NY,Northeast,Middle Atlantic,1989,3.35,6.99,3.35,6.99,3.35,6.99,124.0,3.35,3.35,6.99,3.35,6.99,
1824,New York,NY,Northeast,Middle Atlantic,1990,3.35,6.63,3.35,6.63,3.35,6.63,130.7,3.35,3.35,6.63,3.35,6.63,
1825,New York,NY,Northeast,Middle Atlantic,1991,3.8,7.22,3.8,7.22,3.8,7.22,136.2,3.8,3.8,7.22,3.8,7.22,
1826,New York,NY,Northeast,Middle Atlantic,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
1827,New York,NY,Northeast,Middle Atlantic,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
1828,New York,NY,Northeast,Middle Atlantic,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
1829,New York,NY,Northeast,Middle Atlantic,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1830,New York,NY,Northeast,Middle Atlantic,1996,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1831,New York,NY,Northeast,Middle Atlantic,1997,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,
1832,New York,NY,Northeast,Middle Atlantic,1998,4.25,6.74,5.15,8.17,5.15,8.17,163.0,4.25,4.25,6.74,4.25,6.74,
1833,New York,NY,Northeast,Middle Atlantic,1999,4.25,6.6,5.15,8.0,5.15,8.0,166.6,4.25,4.25,6.6,4.25,6.6,
1834,New York,NY,Northeast,Middle Atlantic,2000,4.25,6.38,5.15,7.74,5.15,7.74,172.2,4.25,4.25,6.38,4.25,6.38,
1835,New York,NY,Northeast,Middle Atlantic,2001,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5.15,5.15,7.52,5.15,7.52,
1836,New York,NY,Northeast,Middle Atlantic,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15,5.15,7.4,5.15,7.4,
1837,New York,NY,Northeast,Middle Atlantic,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15,5.15,7.24,5.15,7.24,
1838,New York,NY,Northeast,Middle Atlantic,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
1839,New York,NY,Northeast,Middle Atlantic,2005,6.0,7.95,5.15,6.82,6.0,7.95,195.3,6,6.0,7.95,6.0,7.95,
1840,New York,NY,Northeast,Middle Atlantic,2006,6.75,8.66,5.15,6.61,6.75,8.66,201.6,6.75,6.75,8.66,6.75,8.66,
1841,New York,NY,Northeast,Middle Atlantic,2007,7.15,8.92,5.15,6.42,7.15,8.92,207.342,7.15,7.15,8.92,7.15,8.92,
1842,New York,NY,Northeast,Middle Atlantic,2008,7.15,8.59,5.85,7.03,7.15,8.59,215.303,7.15,7.15,8.59,7.15,8.59,
1843,New York,NY,Northeast,Middle Atlantic,2009,7.15,8.62,6.55,7.9,7.15,8.62,214.537,7.15,7.15,8.62,7.15,8.62,
1844,New York,NY,Northeast,Middle Atlantic,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,
1845,New York,NY,Northeast,Middle Atlantic,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,
1846,New York,NY,Northeast,Middle Atlantic,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,
1847,New York,NY,Northeast,Middle Atlantic,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,
1848,New York,NY,Northeast,Middle Atlantic,2014,8.0,8.74,7.25,7.92,8.0,8.74,236.736,8,8.0,8.74,8.0,8.74,
1849,New York,NY,Northeast,Middle Atlantic,2015,8.75,9.55,7.25,7.91,8.75,9.55,237.017,8.75,8.75,9.55,8.75,9.55,
1850,New York,NY,Northeast,Middle Atlantic,2016,9.0,9.7,7.25,7.81,9.0,9.7,240.007,9,9.0,9.7,9.0,9.7,
1851,New York,NY,Northeast,Middle Atlantic,2017,9.7,10.24,7.25,7.65,9.7,10.24,245.12,9.7,9.7,10.24,9.7,10.24,
1852,New York,NY,Northeast,Middle Atlantic,2018,10.4,10.71,7.25,7.47,10.4,10.71,251.107,10.4,10.4,10.71,10.4,10.71,
1853,New York,NY,Northeast,Middle Atlantic,2019,11.8,11.94,7.25,7.34,11.8,11.94,255.657,11.8,11.8,11.94,11.8,11.94,
1854,New York,NY,Northeast,Middle Atlantic,2020,11.8,11.8,7.25,7.25,11.8,11.8,258.66,11.8,11.8,11.8,11.8,11.8,
1855,Ohio,OH,Midwest,East North Central,1968,0.75,5.57,1.15,8.55,1.15,8.55,34.8,.75 - 1.25(b),0.75,5.57,1.25,9.29,(b)
1856,Ohio,OH,Midwest,East North Central,1969,0.75,5.29,1.15,8.11,1.15,8.11,36.7,.75 - 1.25(b),0.75,5.29,1.25,8.81,(b)
1857,Ohio,OH,Midwest,East North Central,1970,0.75,5.0,1.3,8.67,1.3,8.67,38.8,.75 - 1.25(b),0.75,5.0,1.25,8.33,(b)
1858,Ohio,OH,Midwest,East North Central,1971,0.75,4.79,1.3,8.3,1.3,8.3,40.5,.75 - 1.25(b),0.75,4.79,1.25,7.98,(b)
1859,Ohio,OH,Midwest,East North Central,1972,0.75,4.64,1.6,9.9,1.6,9.9,41.8,.75 - 1.25(b),0.75,4.64,1.25,7.74,(b)
1860,Ohio,OH,Midwest,East North Central,1973,0.75,4.37,1.6,9.32,1.6,9.32,44.4,.75 - 1.25(b),0.75,4.37,1.25,7.28,(b)
1861,Ohio,OH,Midwest,East North Central,1974,0.75,3.93,1.6,8.39,1.6,8.39,49.3,.75 - 1.25(b),0.75,3.93,1.25,6.56,(b)
1862,Ohio,OH,Midwest,East North Central,1975,0.75,3.61,1.6,7.69,1.6,7.69,53.8,.75 - 1.25(b),0.75,3.61,1.25,6.01,(b)
1863,Ohio,OH,Midwest,East North Central,1976,1.6,7.27,2.2,10.0,2.2,10.0,56.9,1.6,1.6,7.27,1.6,7.27,
1864,Ohio,OH,Midwest,East North Central,1977,1.6,6.83,2.2,9.39,2.2,9.39,60.6,1.6,1.6,6.83,1.6,6.83,
1865,Ohio,OH,Midwest,East North Central,1978,1.6,6.35,2.2,8.73,2.2,8.73,65.2,1.6,1.6,6.35,1.6,6.35,
1866,Ohio,OH,Midwest,East North Central,1979,2.3,8.19,2.9,10.33,2.9,10.33,72.6,2.3,2.3,8.19,2.3,8.19,
1867,Ohio,OH,Midwest,East North Central,1980,2.3,7.22,3.1,9.73,3.1,9.73,82.4,2.3,2.3,7.22,2.3,7.22,
1868,Ohio,OH,Midwest,East North Central,1981,2.3,6.54,3.35,9.53,3.35,9.53,90.9,2.3,2.3,6.54,2.3,6.54,
1869,Ohio,OH,Midwest,East North Central,1982,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
1870,Ohio,OH,Midwest,East North Central,1983,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
1871,Ohio,OH,Midwest,East North Central,1984,2.3,5.73,3.35,8.34,3.35,8.34,103.9,2.3,2.3,5.73,2.3,5.73,
1872,Ohio,OH,Midwest,East North Central,1985,2.3,5.53,3.35,8.05,3.35,8.05,107.6,2.3,2.3,5.53,2.3,5.53,
1873,Ohio,OH,Midwest,East North Central,1986,2.3,5.43,3.35,7.91,3.35,7.91,109.6,2.3,2.3,5.43,2.3,5.43,
1874,Ohio,OH,Midwest,East North Central,1987,2.3,5.24,3.35,7.63,3.35,7.63,113.6,2.3,2.3,5.24,2.3,5.24,
1875,Ohio,OH,Midwest,East North Central,1988,2.3,5.03,3.35,7.32,3.35,7.32,118.3,2.3,2.3,5.03,2.3,5.03,
1876,Ohio,OH,Midwest,East North Central,1989,2.3,4.8,3.35,6.99,3.35,6.99,124.0,2.3,2.3,4.8,2.3,4.8,
1877,Ohio,OH,Midwest,East North Central,1990,2.3,4.55,3.35,6.63,3.35,6.63,130.7,2.3,2.3,4.55,2.3,4.55,
1878,Ohio,OH,Midwest,East North Central,1991,3.8,7.22,3.8,7.22,3.8,7.22,136.2,3.80(g),3.8,7.22,3.8,7.22,(g)
1879,Ohio,OH,Midwest,East North Central,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25(g),4.25,7.84,4.25,7.84,(g)
1880,Ohio,OH,Midwest,East North Central,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25(g),4.25,7.61,4.25,7.61,(g)
