,State,State Code,Region,Division,Year,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
1513,North Dakota,ND,Midwest,West North Central,1997,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1514,North Dakota,ND,Midwest,West North Central,1998,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15,5.15,8.17,5.15,8.17,
1515,North Dakota,ND,Midwest,West North Central,1999,5.15,8.0,5.15,8.0,5.15,8.0,166.6,5.15,5.15,8.0,5.15,8.0,
1516,North Dakota,ND,Midwest,West North Central,2000,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,
1517,North Dakota,ND,Midwest,West North Central,2001,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5.15,5.15,7.52,5.15,7.52,
1518,North Dakota,ND,Midwest,West North Central,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15,5.15,7.4,5.15,7.4,
1519,North Dakota,ND,Midwest,West North Central,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15,5.15,7.24,5.15,7.24,
1520,North Dakota,ND,Midwest,West North Central,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
1521,North Dakota,ND,Midwest,West North Central,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15,5.15,6.82,5.15,6.82,
1522,North Dakota,ND,Midwest,West North Central,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15,5.15,6.61,5.15,6.61,
1523,North Dakota,ND,Midwest,West North Central,2007,5.15,6.42,5.15,6.42,5.15,6.42,207.342,5.15,5.15,6.42,5.15,6.42,
1524,North Dakota,ND,Midwest,West North Central,2008,5.85,7.03,5.85,7.03,5.85,7.03,215.303,5.85,5.85,7.03,5.85,7.03,
1525,North Dakota,ND,Midwest,West North Central,2009,6.55,7.9,6.55,7.9,6.55,7.9,214.537,6.55,6.55,7.9,6.55,7.9,
1526,North Dakota,ND,Midwest,West North Central,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,
1527,North Dakota,ND,Midwest,West North Central,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,
1528,North Dakota,ND,Midwest,West North Central,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,
1529,North Dakota,ND,Midwest,West North Central,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,
1530,North Dakota,ND,Midwest,West North Central,2014,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7.25,7.25,7.92,7.25,7.92,
1531,North Dakota,ND,Midwest,West North Central,2015,7.25,7.91,7.25,7.91,7.25,7.91,237.017,7.25,7.25,7.91,7.25,7.91,
1532,North Dakota,ND,Midwest,West North Central,2016,7.25,7.81,7.25,7.81,7.25,7.81,240.007,7.25,7.25,7.81,7.25,7.81,
1533,North Dakota,ND,Midwest,West North Central,2017,7.25,7.65,7.25,7.65,7.25,7.65,245.12,7.25,7.25,7.65,7.25,7.65,
1534,North Dakota,ND,Midwest,West North Central,2018,7.25,7.47,7.25,7.47,7.25,7.47,251.107,7.25,7.25,7.47,7.25,7.47,
1535,North Dakota,ND,Midwest,West North Central,2019,7.25,7.34,7.25,7.34,7.25,7.34,255.657,7.25,7.25,7.34,7.25,7.34,
1536,North Dakota,ND,Midwest,West North Central,2020,7.25,7.25,7.25,7.25,7.25,7.25,258.66,7.25,7.25,7.25,7.25,7.25,
1537,Nebraska,NE,Midwest,West North Central,1968,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1,1.0,7.43,1.0,7.43,
1538,Nebraska,NE,Midwest,West North Central,1969,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1,1.0,7.05,1.0,7.05,
1539,Nebraska,NE,Midwest,West North Central,1970,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1,1.0,6.67,1.0,6.67,
1540,Nebraska,NE,Midwest,West North Central,1971,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1,1.0,6.39,1.0,6.39,
1541,Nebraska,NE,Midwest,West North Central,1972,1.0,6.19,1.6,9.9,1.6,9.9,41.8,1,1.0,6.19,1.0,6.19,
1542,Nebraska,NE,Midwest,West North Central,1973,1.0,5.83,1.6,9.32,1.6,9.32,44.4,1,1.0,5.83,1.0,5.83,
1543,Nebraska,NE,Midwest,West North Central,1974,1.0,5.25,1.6,8.39,1.6,8.39,49.3,1,1.0,5.25,1.0,5.25,
1544,Nebraska,NE,Midwest,West North Central,1975,1.0,4.81,1.6,7.69,1.6,7.69,53.8,1,1.0,4.81,1.0,4.81,
1545,Nebraska,NE,Midwest,West North Central,1976,1.6,7.27,2.2,10.0,2.2,10.0,56.9,1.6,1.6,7.27,1.6,7.27,
1546,Nebraska,NE,Midwest,West North Central,1977,1.6,6.83,2.2,9.39,2.2,9.39,60.6,1.6,1.6,6.83,1.6,6.83,
1547,Nebraska,NE,Midwest,West North Central,1978,1.6,6.35,2.2,8.73,2.2,8.73,65.2,1.6,1.6,6.35,1.6,6.35,
1548,Nebraska,NE,Midwest,West North Central,1979,1.6,5.7,2.9,10.33,2.9,10.33,72.6,1.6,1.6,5.7,1.6,5.7,
1549,Nebraska,NE,Midwest,West North Central,1980,1.6,5.02,3.1,9.73,3.1,9.73,82.4,1.6,1.6,5.02,1.6,5.02,
1550,Nebraska,NE,Midwest,West North Central,1981,1.6,4.55,3.35,9.53,3.35,9.53,90.9,1.6,1.6,4.55,1.6,4.55,
1551,Nebraska,NE,Midwest,West North Central,1982,1.6,4.29,3.35,8.98,3.35,8.98,96.5,1.6,1.6,4.29,1.6,4.29,
1552,Nebraska,NE,Midwest,West North Central,1983,1.6,4.16,3.35,8.7,3.35,8.7,99.6,1.6,1.6,4.16,1.6,4.16,
1553,Nebraska,NE,Midwest,West North Central,1984,1.6,3.98,3.35,8.34,3.35,8.34,103.9,1.6,1.6,3.98,1.6,3.98,
1554,Nebraska,NE,Midwest,West North Central,1985,1.6,3.85,3.35,8.05,3.35,8.05,107.6,1.6,1.6,3.85,1.6,3.85,
1555,Nebraska,NE,Midwest,West North Central,1986,1.6,3.78,3.35,7.91,3.35,7.91,109.6,1.6,1.6,3.78,1.6,3.78,
1556,Nebraska,NE,Midwest,West North Central,1987,1.6,3.64,3.35,7.63,3.35,7.63,113.6,1.6,1.6,3.64,1.6,3.64,
1557,Nebraska,NE,Midwest,West North Central,1988,3.35,7.32,3.35,7.32,3.35,7.32,118.3,3.35,3.35,7.32,3.35,7.32,
1558,Nebraska,NE,Midwest,West North Central,1989,3.35,6.99,3.35,6.99,3.35,6.99,124.0,3.35,3.35,6.99,3.35,6.99,
1559,Nebraska,NE,Midwest,West North Central,1990,3.35,6.63,3.35,6.63,3.35,6.63,130.7,3.35,3.35,6.63,3.35,6.63,
1560,Nebraska,NE,Midwest,West North Central,1991,3.35,6.36,3.8,7.22,3.8,7.22,136.2,3.35,3.35,6.36,3.35,6.36,
1561,Nebraska,NE,Midwest,West North Central,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
1562,Nebraska,NE,Midwest,West North Central,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
1563,Nebraska,NE,Midwest,West North Central,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
1564,Nebraska,NE,Midwest,West North Central,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1565,Nebraska,NE,Midwest,West North Central,1996,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25[c],4.25,7.01,4.25,7.01,[c]
1566,Nebraska,NE,Midwest,West North Central,1997,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25[c],4.25,6.85,4.25,6.85,[c]
1567,Nebraska,NE,Midwest,West North Central,1998,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15[c],5.15,8.17,5.15,8.17,[c]
1568,Nebraska,NE,Midwest,West North Central,1999,5.15,8.0,5.15,8.0,5.15,8.0,166.6,5.15[c],5.15,8.0,5.15,8.0,[c]
1569,Nebraska,NE,Midwest,West North Central,2000,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15[c],5.15,7.74,5.15,7.74,[c]
1570,Nebraska,NE,Midwest,West North Central,2001,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5.15[c],5.15,7.52,5.15,7.52,[c]
1571,Nebraska,NE,Midwest,West North Central,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15[c],5.15,7.4,5.15,7.4,[c]
1572,Nebraska,NE,Midwest,West North Central,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15[c],5.15,7.24,5.15,7.24,[c]
1573,Nebraska,NE,Midwest,West North Central,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15[c],5.15,7.05,5.15,7.05,[c]
1574,Nebraska,NE,Midwest,West North Central,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15[c],5.15,6.82,5.15,6.82,[c]
1575,Nebraska,NE,Midwest,West North Central,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15[c],5.15,6.61,5.15,6.61,[c]
1576,Nebraska,NE,Midwest,West North Central,2007,5.15,6.42,5.15,6.42,5.15,6.42,207.342,5.15[c],5.15,6.42,5.15,6.42,[c]
1577,Nebraska,NE,Midwest,West North Central,2008,5.85,7.03,5.85,7.03,5.85,7.03,215.303,5.85[c],5.85,7.03,5.85,7.03,[c]
1578,Nebraska,NE,Midwest,West North Central,2009,6.55,7.9,6.55,7.9,6.55,7.9,214.537,6.55[c] ,6.55,7.9,6.55,7.9,[c]
1579,Nebraska,NE,Midwest,West North Central,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25[c],7.25,8.6,7.25,8.6,[c]
1580,Nebraska,NE,Midwest,West North Central,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25[c],7.25,8.34,7.25,8.34,[c]
1581,Nebraska,NE,Midwest,West North Central,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25[c],7.25,8.17,7.25,8.17,[c]
1582,Nebraska,NE,Midwest,West North Central,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25[c],7.25,8.05,7.25,8.05,[c]
1583,Nebraska,NE,Midwest,West North Central,2014,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7.25[c],7.25,7.92,7.25,7.92,[c]
1584,Nebraska,NE,Midwest,West North Central,2015,8.0,8.73,7.25,7.91,8.0,8.73,237.017,8.00[c],8.0,8.73,8.0,8.73,[c]
1585,Nebraska,NE,Midwest,West North Central,2016,9.0,9.7,7.25,7.81,9.0,9.7,240.007,9.00[c],9.0,9.7,9.0,9.7,[c]
1586,Nebraska,NE,Midwest,West North Central,2017,9.0,9.5,7.25,7.65,9.0,9.5,245.12,9.00[c],9.0,9.5,9.0,9.5,[c]
1587,Nebraska,NE,Midwest,West North Central,2018,9.0,9.27,7.25,7.47,9.0,9.27,251.107,9.00[c],9.0,9.27,9.0,9.27,[c]
1588,Nebraska,NE,Midwest,West North Central,2019,9.0,9.11,7.25,7.34,9.0,9.11,255.657,9.00[c],9.0,9.11,9.0,9.11,[c]
1589,Nebraska,NE,Midwest,West North Central,2020,9.0,9.0,7.25,7.25,9.0,9.0,258.66,9.00[c],9.0,9.0,9.0,9.0,[c]
1590,New Hampshire,NH,Northeast,New England,1968,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,
1591,New Hampshire,NH,Northeast,New England,1969,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,
1592,New Hampshire,NH,Northeast,New England,1970,1.45,9.67,1.3,8.67,1.45,9.67,38.8,1.45 & 1.60,1.45,9.67,1.6,10.67,
1593,New Hampshire,NH,Northeast,New England,1971,1.45,9.26,1.3,8.3,1.45,9.26,40.5,1.45 & 1.60,1.45,9.26,1.6,10.22,
1594,New Hampshire,NH,Northeast,New England,1972,1.6,9.9,1.6,9.9,1.6,9.9,41.8,1.6,1.6,9.9,1.6,9.9,
1595,New Hampshire,NH,Northeast,New England,1973,1.6,9.32,1.6,9.32,1.6,9.32,44.4,1.6,1.6,9.32,1.6,9.32,
1596,New Hampshire,NH,Northeast,New England,1974,1.6,8.39,1.6,8.39,1.6,8.39,49.3,1.6,1.6,8.39,1.6,8.39,
1597,New Hampshire,NH,Northeast,New England,1975,1.6,7.69,1.6,7.69,1.6,7.69,53.8,1.6,1.6,7.69,1.6,7.69,
1598,New Hampshire,NH,Northeast,New England,1976,2.2,10.0,2.2,10.0,2.2,10.0,56.9,2.20 - 2.30,2.2,10.0,2.3,10.46,
1599,New Hampshire,NH,Northeast,New England,1977,2.2,9.39,2.2,9.39,2.2,9.39,60.6,2.20 - 2.30,2.2,9.39,2.3,9.82,
1600,New Hampshire,NH,Northeast,New England,1978,2.2,8.73,2.2,8.73,2.2,8.73,65.2,2.20 - 2.30,2.2,8.73,2.3,9.12,
1601,New Hampshire,NH,Northeast,New England,1979,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
1602,New Hampshire,NH,Northeast,New England,1980,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
1603,New Hampshire,NH,Northeast,New England,1981,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
1604,New Hampshire,NH,Northeast,New England,1982,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
1605,New Hampshire,NH,Northeast,New England,1983,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1606,New Hampshire,NH,Northeast,New England,1984,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1607,New Hampshire,NH,Northeast,New England,1985,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1608,New Hampshire,NH,Northeast,New England,1986,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1609,New Hampshire,NH,Northeast,New England,1987,3.35,7.63,3.35,7.63,3.35,7.63,113.6,3.35,3.35,7.63,3.35,7.63,
1610,New Hampshire,NH,Northeast,New England,1988,3.55,7.76,3.35,7.32,3.55,7.76,118.3,3.55,3.55,7.76,3.55,7.76,
1611,New Hampshire,NH,Northeast,New England,1989,3.55,7.41,3.35,6.99,3.55,7.41,124.0,3.55,3.55,7.41,3.55,7.41,
1612,New Hampshire,NH,Northeast,New England,1990,3.55,7.03,3.35,6.63,3.55,7.03,130.7,3.55,3.55,7.03,3.55,7.03,
1613,New Hampshire,NH,Northeast,New England,1991,3.85,7.31,3.8,7.22,3.85,7.31,136.2,3.85,3.85,7.31,3.85,7.31,
1614,New Hampshire,NH,Northeast,New England,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
1615,New Hampshire,NH,Northeast,New England,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
1616,New Hampshire,NH,Northeast,New England,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
1617,New Hampshire,NH,Northeast,New England,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
1618,New Hampshire,NH,Northeast,New England,1996,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
1619,New Hampshire,NH,Northeast,New England,1997,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
1620,New Hampshire,NH,Northeast,New England,1998,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15,5.15,8.17,5.15,8.17,
1621,New Hampshire,NH,Northeast,New England,1999,5.15,8.0,5.15,8.0,5.15,8.0,166.6,5.15,5.15,8.0,5.15,8.0,
1622,New Hampshire,NH,Northeast,New England,2000,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,
1623,New Hampshire,NH,Northeast,New England,2001,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5.15,5.15,7.52,5.15,7.52,
1624,New Hampshire,NH,Northeast,New England,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15,5.15,7.4,5.15,7.4,
1625,New Hampshire,NH,Northeast,New England,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15,5.15,7.24,5.15,7.24,
1626,New Hampshire,NH,Northeast,New England,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
1627,New Hampshire,NH,Northeast,New England,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15,5.15,6.82,5.15,6.82,
1628,New Hampshire,NH,Northeast,New England,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15,5.15,6.61,5.15,6.61,
1629,New Hampshire,NH,Northeast,New England,2007,5.15,6.42,5.15,6.42,5.15,6.42,207.342,5.15,5.15,6.42,5.15,6.42,
1630,New Hampshire,NH,Northeast,New England,2008,6.5,7.81,5.85,7.03,6.5,7.81,215.303,6.5,6.5,7.81,6.5,7.81,
1631,New Hampshire,NH,Northeast,New England,2009,7.25,8.74,6.55,7.9,7.25,8.74,214.537,7.25,7.25,8.74,7.25,8.74,
1632,New Hampshire,NH,Northeast,New England,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,
1633,New Hampshire,NH,Northeast,New England,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,
1634,New Hampshire,NH,Northeast,New England,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,
1635,New Hampshire,NH,Northeast,New England,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,
1636,New Hampshire,NH,Northeast,New England,2014,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7.25,7.25,7.92,7.25,7.92,
1637,New Hampshire,NH,Northeast,New England,2015,7.25,7.91,7.25,7.91,7.25,7.91,237.017,7.25,7.25,7.91,7.25,7.91,
1638,New Hampshire,NH,Northeast,New England,2016,7.25,7.81,7.25,7.81,7.25,7.81,240.007,7.25,7.25,7.81,7.25,7.81,
1639,New Hampshire,NH,Northeast,New England,2017,7.25,7.65,7.25,7.65,7.25,7.65,245.12,7.25,7.25,7.65,7.25,7.65,
1640,New Hampshire,NH,Northeast,New England,2018,7.25,7.47,7.25,7.47,7.25,7.47,251.107,7.25,7.25,7.47,7.25,7.47,
1641,New Hampshire,NH,Northeast,New England,2019,7.25,7.34,7.25,7.34,7.25,7.34,255.657,7.25,7.25,7.34,7.25,7.34,
1642,New Hampshire,NH,Northeast,New England,2020,7.25,7.25,7.25,7.25,7.25,7.25,258.66,7.25,7.25,7.25,7.25,7.25,
1643,New Jersey,NJ,Northeast,Middle Atlantic,1968,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,
1644,New Jersey,NJ,Northeast,Middle Atlantic,1969,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,
1645,New Jersey,NJ,Northeast,Middle Atlantic,1970,1.5,10.0,1.3,8.67,1.5,10.0,38.8,1.5,1.5,10.0,1.5,10.0,
1646,New Jersey,NJ,Northeast,Middle Atlantic,1971,1.5,9.58,1.3,8.3,1.5,9.58,40.5,1.5,1.5,9.58,1.5,9.58,
1647,New Jersey,NJ,Northeast,Middle Atlantic,1972,1.5,9.28,1.6,9.9,1.6,9.9,41.8,1.5,1.5,9.28,1.5,9.28,
1648,New Jersey,NJ,Northeast,Middle Atlantic,1973,1.5,8.74,1.6,9.32,1.6,9.32,44.4,1.5,1.5,8.74,1.5,8.74,
1649,New Jersey,NJ,Northeast,Middle Atlantic,1974,1.5,7.87,1.6,8.39,1.6,8.39,49.3,1.5,1.5,7.87,1.5,7.87,
1650,New Jersey,NJ,Northeast,Middle Atlantic,1975,1.5,7.21,1.6,7.69,1.6,7.69,53.8,1.5,1.5,7.21,1.5,7.21,
1651,New Jersey,NJ,Northeast,Middle Atlantic,1976,2.2,10.0,2.2,10.0,2.2,10.0,56.9,2.2,2.2,10.0,2.2,10.0,
1652,New Jersey,NJ,Northeast,Middle Atlantic,1977,2.2,9.39,2.2,9.39,2.2,9.39,60.6,2.2,2.2,9.39,2.2,9.39,
1653,New Jersey,NJ,Northeast,Middle Atlantic,1978,2.2,8.73,2.2,8.73,2.2,8.73,65.2,2.2,2.2,8.73,2.2,8.73,
1654,New Jersey,NJ,Northeast,Middle Atlantic,1979,2.5,8.91,2.9,10.33,2.9,10.33,72.6,2.5,2.5,8.91,2.5,8.91,
1655,New Jersey,NJ,Northeast,Middle Atlantic,1980,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
1656,New Jersey,NJ,Northeast,Middle Atlantic,1981,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
1657,New Jersey,NJ,Northeast,Middle Atlantic,1982,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
1658,New Jersey,NJ,Northeast,Middle Atlantic,1983,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
1659,New Jersey,NJ,Northeast,Middle Atlantic,1984,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
1660,New Jersey,NJ,Northeast,Middle Atlantic,1985,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
1661,New Jersey,NJ,Northeast,Middle Atlantic,1986,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
1662,New Jersey,NJ,Northeast,Middle Atlantic,1987,3.35,7.63,3.35,7.63,3.35,7.63,113.6,3.35,3.35,7.63,3.35,7.63,
1663,New Jersey,NJ,Northeast,Middle Atlantic,1988,3.35,7.32,3.35,7.32,3.35,7.32,118.3,3.35,3.35,7.32,3.35,7.32,
1664,New Jersey,NJ,Northeast,Middle Atlantic,1989,3.35,6.99,3.35,6.99,3.35,6.99,124.0,3.35,3.35,6.99,3.35,6.99,
1665,New Jersey,NJ,Northeast,Middle Atlantic,1990,3.35,6.63,3.35,6.63,3.35,6.63,130.7,3.35,3.35,6.63,3.35,6.63,
1666,New Jersey,NJ,Northeast,Middle Atlantic,1991,3.8,7.22,3.8,7.22,3.8,7.22,136.2,3.8,3.8,7.22,3.8,7.22,
1667,New Jersey,NJ,Northeast,Middle Atlantic,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
1668,New Jersey,NJ,Northeast,Middle Atlantic,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
1669,New Jersey,NJ,Northeast,Middle Atlantic,1994,5.05,8.81,4.25,7.42,5.05,8.81,148.2,5.05,5.05,8.81,5.05,8.81,
1670,New Jersey,NJ,Northeast,Middle Atlantic,1995,5.05,8.57,4.25,7.21,5.05,8.57,152.4,5.05,5.05,8.57,5.05,8.57,
1671,New Jersey,NJ,Northeast,Middle Atlantic,1996,5.05,8.33,4.25,7.01,5.05,8.33,156.9,5.05,5.05,8.33,5.05,8.33,
1672,New Jersey,NJ,Northeast,Middle Atlantic,1997,5.05,8.14,4.75,7.66,5.05,8.14,160.5,5.05,5.05,8.14,5.05,8.14,
1673,New Jersey,NJ,Northeast,Middle Atlantic,1998,5.05,8.01,5.15,8.17,5.15,8.17,163.0,5.05,5.05,8.01,5.05,8.01,
1674,New Jersey,NJ,Northeast,Middle Atlantic,1999,5.05,7.84,5.15,8.0,5.15,8.0,166.6,5.05,5.05,7.84,5.05,7.84,
1675,New Jersey,NJ,Northeast,Middle Atlantic,2000,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,
1676,New Jersey,NJ,Northeast,Middle Atlantic,2001,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5.15,5.15,7.52,5.15,7.52,
1677,New Jersey,NJ,Northeast,Middle Atlantic,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15,5.15,7.4,5.15,7.4,
1678,New Jersey,NJ,Northeast,Middle Atlantic,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15,5.15,7.24,5.15,7.24,
1679,New Jersey,NJ,Northeast,Middle Atlantic,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
1680,New Jersey,NJ,Northeast,Middle Atlantic,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15,5.15,6.82,5.15,6.82,
1681,New Jersey,NJ,Northeast,Middle Atlantic,2006,6.15,7.89,5.15,6.61,6.15,7.89,201.6,6.15,6.15,7.89,6.15,7.89,
1682,New Jersey,NJ,Northeast,Middle Atlantic,2007,7.15,8.92,5.15,6.42,7.15,8.92,207.342,7.15,7.15,8.92,7.15,8.92,
1683,New Jersey,NJ,Northeast,Middle Atlantic,2008,7.15,8.59,5.85,7.03,7.15,8.59,215.303,7.15,7.15,8.59,7.15,8.59,
1684,New Jersey,NJ,Northeast,Middle Atlantic,2009,7.15,8.62,6.55,7.9,7.15,8.62,214.537,7.15,7.15,8.62,7.15,8.62,
1685,New Jersey,NJ,Northeast,Middle Atlantic,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,
1686,New Jersey,NJ,Northeast,Middle Atlantic,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,
1687,New Jersey,NJ,Northeast,Middle Atlantic,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,
1688,New Jersey,NJ,Northeast,Middle Atlantic,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,
1689,New Jersey,NJ,Northeast,Middle Atlantic,2014,8.25,9.01,7.25,7.92,8.25,9.01,236.736,8.25,8.25,9.01,8.25,9.01,
1690,New Jersey,NJ,Northeast,Middle Atlantic,2015,8.38,9.15,7.25,7.91,8.38,9.15,237.017,8.38,8.38,9.15,8.38,9.15,
1691,New Jersey,NJ,Northeast,Middle Atlantic,2016,8.38,9.03,7.25,7.81,8.38,9.03,240.007,8.38,8.38,9.03,8.38,9.03,
1692,New Jersey,NJ,Northeast,Middle Atlantic,2017,8.44,8.91,7.25,7.65,8.44,8.91,245.12,8.44,8.44,8.91,8.44,8.91,
1693,New Jersey,NJ,Northeast,Middle Atlantic,2018,8.6,8.86,7.25,7.47,8.6,8.86,251.107,8.6,8.6,8.86,8.6,8.86,
